iter	MultiClass
256	0.632494161
257	0.631904172
258	0.6311603444
259	0.630471602
260	0.6298446083
261	0.6290635537
262	0.6283716128
263	0.6275068199
264	0.626769567
265	0.6261780676
266	0.6255783944
267	0.6248639751
268	0.6242273415
269	0.623743436
270	0.6233379824
271	0.6226086369
272	0.6217844915
273	0.6211460365
274	0.6205195759
275	0.6198116424
276	0.6191383594
277	0.6183876017
278	0.6178631375
279	0.6172125104
280	0.6166226104
281	0.6158967743
282	0.6152705358
283	0.6146890761
284	0.6141836696
285	0.6133983504
286	0.6126424396
287	0.6119151375
288	0.6111464328
289	0.6104637319
290	0.6097253684
291	0.6091218303
292	0.6085600947
293	0.6079076907
294	0.6072606176
295	0.6065998175
296	0.6059771773
297	0.6053421429
298	0.6046111093
299	0.604037024
300	0.6035018981
301	0.6028933846
302	0.6024742041
303	0.6018960763
304	0.6012628633
305	0.6008451044
306	0.6002833244
307	0.5997338053
308	0.5990648313
309	0.5986127331
310	0.597957486
311	0.5973766483
312	0.59688448
313	0.5962079096
314	0.5955893563
315	0.5950128277
316	0.5944033813
317	0.5937522212
318	0.5932592088
319	0.5925301742
320	0.5919254367
321	0.5911607744
322	0.590526362
323	0.589873958
324	0.5893590893
325	0.588572082
326	0.5880880876
327	0.5876833892
328	0.5869544879
329	0.5862716538
330	0.5857961443
331	0.5850634226
332	0.5844475792
333	0.5838926404
334	0.5832115388
335	0.5826609091
336	0.581996422
337	0.5813477495
338	0.5808728176
339	0.5803449772
340	0.5799360585
341	0.579167487
342	0.5785941125
343	0.5779859099
344	0.5772328866
345	0.5766508051
346	0.5760625043
347	0.5753187655
348	0.5748530292
349	0.5742255024
350	0.5736447091
351	0.5729507691
352	0.5723350146
353	0.5718232999
354	0.5713275777
355	0.5707811683
356	0.5702030404
357	0.5696014569
358	0.5689454547
359	0.5683636841
360	0.5677898653
361	0.567035998
362	0.5664214873
363	0.5658641941
364	0.565229826
365	0.5645741791
366	0.5641168833
367	0.563511435
368	0.5630996733
369	0.562506086
370	0.5619770018
371	0.5613170902
372	0.560833851
373	0.560449543
374	0.5598763906
375	0.5592504631
376	0.5589230616
377	0.5584306712
378	0.5577903504
379	0.5572637983
380	0.5566638141
381	0.5560147863
382	0.5554558494
383	0.5548069993
384	0.5543974588
385	0.5536782862
386	0.5530888748
387	0.5524375814
388	0.5517921519
389	0.551469637
390	0.5508648107
391	0.5502605618
392	0.5496275709
393	0.5490258986
394	0.5484404853
395	0.5480062452
396	0.5473639254
397	0.5469154254
398	0.546387274
399	0.5458179421
400	0.5453231083
401	0.5448189013
402	0.5441415312
403	0.5436645558
404	0.5430256121
405	0.5424843558
406	0.5419689096
407	0.5413773214
408	0.5408503695
409	0.5404277684
410	0.539850529
411	0.5393936774
412	0.5388197254
413	0.5383157849
414	0.5376780851
415	0.5372342051
416	0.5366889507
417	0.5360842132
418	0.5356297604
419	0.5350805523
420	0.5345547998
421	0.5340301135
422	0.5334669564
423	0.5329122397
424	0.5323712499
425	0.5319119106
426	0.531405127
427	0.5308812847
428	0.5302501151
429	0.529810411
430	0.5293189535
431	0.528827185
432	0.5282402169
433	0.5276011844
434	0.5270879593
435	0.5266488771
436	0.526126101
437	0.5255943957
438	0.5250151573
439	0.5244115304
440	0.52394726
441	0.5233924545
442	0.5229226757
443	0.5225376125
444	0.5221584132
445	0.5215135613
446	0.5209874089
447	0.5206025235
448	0.5201457163
449	0.5196312918
450	0.5190961215
451	0.5186091508
452	0.5182042303
453	0.5176328104
454	0.5169912013
455	0.5164411936
456	0.5159417398
457	0.5154466839
458	0.5148254653
459	0.514284742
460	0.5137194082
461	0.5132706861
462	0.5126062877
463	0.512106523
464	0.5116690845
465	0.5112252934
466	0.510732903
467	0.510153398
468	0.5096435491
469	0.5091626644
470	0.5084679692
471	0.5078977043
472	0.5073223307
473	0.5069417988
474	0.5063421255
475	0.5059095292
476	0.5052657878
477	0.5047923218
478	0.5042748765
479	0.5037338423
480	0.5033904928
481	0.5028287572
482	0.5022794603
483	0.5018466862
484	0.5014677091
485	0.500991089
486	0.5004955001
487	0.5000124386
488	0.4995490567
489	0.4990111766
490	0.4984507738
491	0.4980465196
492	0.4974357405
493	0.4969600977
494	0.4964092459
495	0.4958543072
496	0.495342326
497	0.4949277211
498	0.4943099675
499	0.4938512501
500	0.4934173211
501	0.4928749097
502	0.492375456
503	0.4918432176
504	0.4913710843
505	0.4908486636
506	0.4904938084
507	0.4900043055
508	0.4894203138
509	0.4888628873
510	0.4884263373
511	0.4878926329
512	0.4873344957
513	0.4869135383
514	0.486332212
515	0.4858093914
516	0.4853057174
517	0.4848900464
518	0.4844646023
519	0.4840439558
520	0.483429534
521	0.4829809451
522	0.4824483514
523	0.4819202445
524	0.4813973795
525	0.4809265345
526	0.4805112633
527	0.4801728449
528	0.4796954696
529	0.4792945028
530	0.4788312986
531	0.4782989714
532	0.4778645981
533	0.4773531056
534	0.4769831464
535	0.4764841813
536	0.4760551388
537	0.4756523063
538	0.4754311215
539	0.474839711
540	0.4742549196
541	0.473678702
542	0.4731842681
543	0.4728543345
544	0.4723340905
545	0.4718463646
546	0.471333717
547	0.4709519412
548	0.4705519073
549	0.4701530284
550	0.4695623287
551	0.4691372844
552	0.4687438251
553	0.468226291
554	0.4678227032
555	0.4673257371
556	0.4668066482
557	0.4662141715
558	0.4657127631
559	0.4652330778
560	0.4647965722
561	0.4643753483
562	0.4639212509
563	0.4635498702
564	0.4630693853
565	0.4626279931
566	0.4621117472
567	0.4615911923
568	0.4610442053
569	0.4605349784
570	0.4602229031
571	0.4597933275
572	0.4593339882
573	0.4588962387
574	0.4585140186
575	0.4581349971
576	0.4577213696
577	0.4571896643
578	0.4567143769
579	0.4561640582
580	0.4556933465
581	0.4551906942
582	0.4546899522
583	0.4543630838
584	0.4538365317
585	0.4533281044
586	0.4528575259
587	0.4524436763
588	0.4521356435
589	0.4519413794
590	0.4514457461
591	0.4510024436
592	0.4504958821
593	0.4501647935
594	0.449657077
595	0.4491782357
596	0.4487113
597	0.4482137564
598	0.4476592619
599	0.4472725551
600	0.4469694977
601	0.4465458305
602	0.4460437113
603	0.4455767756
604	0.4450348085
605	0.4446953239
606	0.4442437587
607	0.4439274631
608	0.4434309413
609	0.4430197571
610	0.4426096835
611	0.4420099214
612	0.4415721719
613	0.4410711189
614	0.4406494063
615	0.4402282268
616	0.439914419
617	0.4396428135
618	0.4392493543
619	0.4388060963
620	0.4383738553
621	0.4379164262
622	0.4375518423
623	0.437121245
624	0.4367623473
625	0.4363058955
626	0.4359719638
627	0.4354694448
628	0.4350328059
629	0.434762
630	0.4344254029
631	0.4340757897
632	0.4336176943
633	0.4332568864
634	0.432794082
635	0.4323702371
636	0.4319573648
637	0.4314781681
638	0.4311629832
639	0.430717504
640	0.430276556
641	0.4298012687
642	0.4293543235
643	0.4289745467
644	0.4286071641
645	0.4282919347
646	0.4278465444
647	0.4275210976
648	0.4271319031
649	0.4267435525
650	0.4263749705
651	0.4259442399
652	0.4255782345
653	0.4251463045
654	0.4248519097
655	0.4243575202
656	0.4238803226
657	0.4234175627
658	0.4230114428
659	0.422599148
660	0.4222312323
661	0.4217906397
662	0.4212968277
663	0.4208587229
664	0.420402893
665	0.4200111219
666	0.4196054018
667	0.4191454849
668	0.4187495824
669	0.4184060997
670	0.4179839428
671	0.4175002594
672	0.417084544
673	0.4166670072
674	0.4162145092
675	0.4156930657
676	0.4153149771
677	0.4149039705
678	0.4146320985
679	0.414314026
680	0.4139171018
681	0.4135536284
682	0.4132273376
683	0.4128875864
684	0.4125015459
685	0.4121911587
686	0.4117610057
687	0.4114452432
688	0.4109421023
689	0.4105600155
690	0.4101485203
691	0.4097590148
692	0.4093680877
693	0.4089216312
694	0.4085486957
695	0.4080774508
696	0.4076575596
697	0.407234692
698	0.406756295
699	0.4062928243
700	0.4059387687
701	0.4055110145
702	0.4051235525
703	0.4046601706
704	0.40411385
705	0.4035790796
706	0.4031565674
707	0.4027038916
708	0.4024083418
709	0.4020884924
710	0.4016920568
711	0.4012708329
712	0.4008767961
713	0.4005290043
714	0.4000019635
715	0.3997224507
716	0.3993882969
717	0.3989658735
718	0.3986909807
719	0.3982214684
720	0.39791348
721	0.3975334811
722	0.3971323366
723	0.3967259946
724	0.3963722944
725	0.3959612435
726	0.3955218503
727	0.3952032892
728	0.3948038328
729	0.3945025524
730	0.3942248609
731	0.3939659161
732	0.3935911592
733	0.3932085393
734	0.3928610585
735	0.392618817
736	0.3921806232
737	0.3919629479
738	0.3917058245
739	0.391380822
740	0.3910703459
741	0.3907527621
742	0.3903747178
743	0.3900777021
744	0.3897670483
745	0.3893776761
746	0.3891093579
747	0.3888968802
748	0.3885115505
749	0.3882120914
750	0.3878726957
751	0.3874410322
752	0.3870458849
753	0.3867918711
754	0.3864421691
755	0.38606026
756	0.3856414794
757	0.3852079945
758	0.3847977432
759	0.3844445761
760	0.3841655519
761	0.3836903534
762	0.3833301674
763	0.3829640731
764	0.3826261433
765	0.3822187351
766	0.381910036
767	0.3815230181
768	0.3812114759
769	0.380979052
770	0.3805970096
771	0.3802093699
772	0.3797928104
773	0.3793998399
774	0.3790343675
775	0.3786942609
776	0.3783792092
777	0.3780648239
778	0.3776269856
779	0.3773316579
780	0.3768362467
781	0.3763737533
782	0.3760460853
783	0.3757336991
784	0.3754620047
785	0.3751595693
786	0.3747702415
787	0.3743411546
788	0.3739921189
789	0.3736222042
790	0.3732148848
791	0.3727451948
792	0.3723983803
793	0.371997569
794	0.3715588422
795	0.371269334
796	0.3710070797
797	0.3707414714
798	0.3703908365
799	0.3699952671
800	0.3697127557
801	0.3694162952
802	0.3691117053
803	0.3687053854
804	0.3682700793
805	0.3678665359
806	0.3674710554
807	0.3670823717
808	0.3667068596
809	0.3663506051
810	0.3660558772
811	0.3656717247
812	0.3652273783
813	0.3647961813
814	0.3644303535
815	0.3639602193
816	0.3636955661
817	0.3633964402
818	0.3630394305
819	0.3627649153
820	0.362411304
821	0.362041789
822	0.3617198073
823	0.3613253263
824	0.361124532
825	0.3608037274
826	0.360441187
827	0.360107011
828	0.3598124163
829	0.3594132487
830	0.3590940656
831	0.3588176179
832	0.3583955944
833	0.3581400258
834	0.3577295968
835	0.3573744751
836	0.3569973637
837	0.3566704732
838	0.3562773249
839	0.3560374378
840	0.3555876496
841	0.355188171
842	0.3548949757
843	0.3546110427
844	0.3542447484
845	0.3539764081
846	0.3536435426
847	0.353307945
848	0.3529911608
849	0.3526762202
850	0.3523645669
851	0.3520993806
852	0.351828397
853	0.3515087031
854	0.3511780588
855	0.3508895057
856	0.3506059725
857	0.3502624009
858	0.3498993718
859	0.3495735252
860	0.3492473454
861	0.3488577288
862	0.3485048727
863	0.3481800034
864	0.3478625307
865	0.3474238261
866	0.3471377163
867	0.3468038291
868	0.3465211399
869	0.3462791205
870	0.3459125375
871	0.3456194089
872	0.3451575152
873	0.3448345339
874	0.3444359438
875	0.3441696025
876	0.3438330498
877	0.3435125118
878	0.3431953056
879	0.34286726
880	0.3425621814
881	0.3421543734
882	0.3418003622
883	0.3415425725
884	0.3411851408
885	0.3408674237
886	0.3405409773
887	0.3403165496
888	0.339948745
889	0.3396009976
890	0.3393245278
891	0.3390202932
892	0.3386700359
893	0.3384165996
894	0.3381158967
895	0.3377202385
896	0.3373842412
897	0.3372820892
898	0.3369676817
899	0.3367061604
900	0.336262236
901	0.3360144416
902	0.3357804628
903	0.3354316715
904	0.3351414525
905	0.3348473465
906	0.3344482677
907	0.3340453241
908	0.3336917794
909	0.3334279925
910	0.3331006577
911	0.3328199454
912	0.3325742388
913	0.3322087664
914	0.3318039348
915	0.331433487
916	0.3311474438
917	0.3307878131
918	0.3304265388
919	0.3301739243
920	0.3298947891
921	0.3296457952
922	0.3293268564
923	0.3290765743
924	0.3287769375
925	0.3284759903
926	0.3281824618
927	0.3279329349
928	0.3276742566
929	0.3273141595
930	0.327033114
931	0.3268369841
932	0.3265530289
933	0.3261279179
934	0.3258121999
935	0.3254892186
936	0.3252049524
937	0.3247835952
938	0.3244338043
939	0.3241278817
940	0.3238156509
941	0.323573898
942	0.3233165081
943	0.3230035443
944	0.3227041963
945	0.3224254387
946	0.322164517
947	0.3219933087
948	0.3216689725
949	0.3213888155
950	0.321049864
951	0.3207157324
952	0.3204185612
953	0.3201356277
954	0.319761315
955	0.3194593461
956	0.3190934517
957	0.3187736022
958	0.3184735657
959	0.3181665102
960	0.3177829797
961	0.3175277887
962	0.3172309951
963	0.3169191197
964	0.3165929843
965	0.3162440375
966	0.3159596824
967	0.3156913421
968	0.3153981246
969	0.315054664
970	0.3147698426
971	0.3143785379
972	0.3140624867
973	0.3137202034
974	0.313443467
975	0.3131628657
976	0.312825469
977	0.3125015326
978	0.3122160004
979	0.3120929028
980	0.3117493534
981	0.3115014923
982	0.3113180009
983	0.3109963967
984	0.3106582004
985	0.3103786653
986	0.3100125932
987	0.3097651763
988	0.3095345293
989	0.3091673244
990	0.3090237698
991	0.308742902
992	0.308431693
993	0.3081634415
994	0.3078652707
995	0.3075712314
996	0.3071986734
997	0.3069965019
998	0.3067378237
999	0.306354382
